Timestamp,LeftHip_pitch,LeftHip_roll,LeftHip_yaw,LeftKnee_flexion,LeftAnkle_pitch,LeftAnkle_roll,RightHip_pitch,RightHip_roll,RightHip_yaw,RightKnee_flexion,RightAnkle_pitch,RightAnkle_roll,LeftShoulder_pitch,LeftShoulder_roll,LeftShoulder_yaw,LeftElbow_flexion,RightShoulder_pitch,RightShoulder_roll,RightShoulder_yaw,RightElbow_flexion,LeftWrist_pronation,RightWrist_pronation,Waist_yaw
1000,29.32811,6.052571,10.02778,41.9696,8.841312,-4.190362,30.73155,18.9167,27.73654,47.73231,0,-1.14E-05,-5.672192,22.44949,-43.36283,19.94331,21.6592,1.107475,-31.60312,31.16115,0,0,7.741884
1033.333333,29.05597,6.548828,10.28664,40.81744,8.974238,-3.979076,27.64237,19.36265,27.59881,41.3108,0,-8.26E-06,-4.459576,22.61285,-43.51563,20.48351,22.94307,0.3071049,-29.72751,30.81169,0,0,7.693353
1066.666667,28.00006,6.786021,10.12456,39.11543,8.977961,-3.805916,25.77296,19.98598,27.24717,37.02596,0,1.72E-05,-3.821262,22.8085,-43.66928,20.93397,23.57556,-0.132704,-28.27856,30.47718,0,0,7.632783
1100,26.66213,6.86783,9.711608,37.37022,8.905915,-3.66513,26.04929,21.11784,26.54189,35.99093,0,-9.86E-06,-3.674717,23.23758,-44.01217,21.25767,23.76775,-0.174713,-27.55222,30.23985,0,0,7.579319
1133.333333,25.32335,6.894739,9.121669,35.78002,8.825012,-3.555337,27.84701,22.51893,25.46863,37.13286,0,-2.83E-07,-4.036626,24.01756,-44.71023,21.5274,23.68202,0.1027921,-27.57363,30.03989,0,0,7.567099
1166.666667,24.22021,6.918801,8.256829,34.64459,8.762687,-3.465428,29.9023,23.73418,24.23503,38.67663,0,1.65E-06,-4.816214,25.02085,-45.66338,21.78237,23.41391,0.53008,-28.03982,29.74032,0,0,7.530493
1200,23.52673,6.949687,6.957958,34.23211,8.735745,-3.39226,31.30217,24.46671,23.17453,39.45343,0,-7.30E-07,-5.591597,25.88801,-46.48893,21.96871,23.07519,0.9206861,-28.56161,29.33457,0,0,7.35468
1233.333333,23.23006,7.026713,5.252738,34.46254,8.75477,-3.321847,31.702,24.59068,22.46294,39.1287,0,1.94E-06,-5.841136,26.26127,-46.77344,22.00754,22.80125,1.120649,-28.82554,28.98195,0,0,6.9982
1266.666667,23.12375,7.21552,3.421309,34.9409,8.797411,-3.246047,30.93728,23.99553,22.04105,37.69019,0,-1.01E-05,-5.474108,26.04244,-46.36734,21.87628,22.6232,1.092353,-28.67426,28.77662,0,0,6.46315
1300,23.00124,7.531836,1.696506,35.27487,8.846867,-3.166733,28.83587,22.5863,21.67761,35.08881,0,-4.13E-06,-4.996458,25.47776,-45.54998,21.63504,22.40865,0.9402443,-28.1551,28.54809,0,0,5.69586
1333.333333,22.79515,7.884583,0.05595291,35.22176,8.87768,-3.083547,25.60168,20.4624,20.99244,31.56526,0,2.40E-08,-4.931574,24.89852,-44.77931,21.38143,22.00619,0.8325126,-27.53549,28.06359,0,0,4.65287
1366.666667,22.56048,8.139884,-1.599488,34.85434,8.885974,-3.001564,22.02947,18.02953,19.66662,27.91874,0,-5.72E-06,-5.308288,24.43668,-44.27094,21.17257,21.37493,0.9242921,-27.35657,27.34952,0,0,3.44859
1400,22.44183,8.24173,-3.269382,34.52009,8.857164,-2.91713,19.01936,15.88264,17.95176,25.05163,0,-4.33E-06,-5.901861,24.10672,-44.03347,21.00836,20.58223,1.299052,-28.25306,26.6517,0,0,2.33193
1433.333333,21.91245,8.334666,-4.663209,33.84121,8.809728,-2.775514,16.51855,14.29577,16.79906,22.3269,-0.5248867,-0.04343385,-6.500412,23.90517,-44.03668,20.86521,19.76202,1.914791,-30.38433,26.21117,0,0,1.5152
1466.666667,21.01035,8.468808,-5.554708,32.77883,8.712915,-2.652165,8.355738,11.17762,17.94564,6.642397,-8.196711,-0.4275944,-6.871268,23.73585,-44.12506,20.7214,19.03816,2.610221,-33.08042,26.10558,0,0,1.02309
1500,20.49117,8.559554,-6.098376,32.09445,8.607519,-2.605871,5.15233,9.71302,18.51847,0,-11.82133,-0.7956474,-6.917357,23.49796,-44.10174,20.5887,18.49094,3.169347,-35.24953,26.19208,0,0,0.66626
1533.333333,20.29291,8.636092,-6.53435,31.77602,8.524151,-2.584544,5.387543,9.375585,18.66681,0,-12.25627,-1.110023,-6.824496,23.26127,-44.00992,20.49225,18.23313,3.397766,-36.14636,26.26775,0,0,0.22165
1566.666667,20.29822,8.740978,-6.964692,31.70722,8.44599,-2.570857,5.42607,9.262055,19.1132,0,-12.46467,-1.059731,-6.824323,23.15975,-44.07819,20.38273,18.37814,3.222457,-35.75134,26.32842,0,0,-0.33796
1600,20.44299,8.938209,-7.295976,31.7852,8.362222,-2.579688,5.582301,9.062301,19.96848,0,-12.70124,-1.006436,-6.906205,23.15233,-44.32594,20.14749,18.88257,2.75797,-34.64874,26.5779,0,0,-0.83875
1633.333333,20.73583,9.258152,-7.381769,31.96509,8.338188,-2.612802,8.401978,9.696928,20.66126,5.228921,-10.4349,-1.01768,-6.84424,23.00414,-44.42009,19.72146,19.5384,2.242976,-33.64713,27.15227,0,0,-1.08532
1666.666667,20.97565,9.698277,-7.149212,31.89146,8.316376,-2.645763,12.92923,10.94724,20.89547,13.84041,-6.563037,-1.135317,-6.555892,22.54274,-44.03854,19.15484,20.06265,1.921117,-33.34488,27.90483,0,0,-1.05357
1700,21.06321,10.23208,-6.673002,31.64663,8.3202,-2.65346,15.49363,11.50304,21.20563,18.52968,-4.769126,-1.34837,-6.380732,21.88601,-43.25193,18.60699,20.14367,1.959246,-33.92312,28.56841,0,0,-0.94194
1733.333333,21.20588,10.85823,-6.008934,31.8694,8.403147,-2.630559,17.76663,12.05645,21.56557,23.15092,-3.340058,-1.590295,-6.726511,21.26537,-42.39608,18.20697,19.59862,2.360574,-35.2093,29.06911,0,0,-0.95164
1766.666667,21.8677,11.5936,-5.142014,33.25646,8.577552,-2.584711,20.32763,12.85231,22.0241,28.69709,-2.03932,-1.808053,-7.563795,20.74957,-41.72498,17.87865,18.59028,2.932714,-36.85649,29.504,0,0,-1.04794
1800,23.31406,12.40539,-4.228136,35.80975,8.7872,-2.526616,23.32402,13.84339,22.31696,34.82782,-1.000538,-1.962479,-8.473268,20.29326,-41.32991,17.4213,17.58685,3.40772,-38.51229,29.93829,0,0,-1.04676
1833.333333,25.30774,13.16261,-3.58976,38.72935,8.948763,-2.463143,26.49109,14.76999,22.22892,40.51052,-0.2762456,-2.041164,-9.005296,19.89925,-41.15448,16.79528,17.079,3.585886,-39.77977,30.41124,0,0,-0.8582
1866.666667,27.23585,13.69896,-3.400531,41.09731,9.026521,-2.401289,29.31903,15.48146,21.95524,44.96248,0.1545051,-2.09504,-9.098159,19.65856,-41.09916,16.22633,17.1934,3.459665,-40.29717,30.96242,0,0,-0.61398
1900,28.63357,13.91261,-3.651358,42.66274,9.042702,-2.368412,31.50969,16.14216,21.82105,48.35816,0.1780411,-2.203858,-9.236695,19.63762,-41.27705,15.96499,17.45952,3.304227,-40.16391,31.53672,0,0,-0.59187
1933.333333,29.36876,13.83908,-4.203468,43.62723,9.026217,-2.390693,33.10018,16.94734,21.89779,51.32251,-0.2907402,-2.373985,-9.806522,19.66943,-41.78325,16.00388,17.23153,3.449009,-39.92806,31.99912,0,0,-0.95673
1966.666667,29.68118,13.66616,-4.845573,44.3108,9.002546,-2.437113,34.42389,17.85304,21.98146,54.32663,-1.066429,-2.551222,-10.44738,19.3968,-42.27836,16.11646,16.34675,3.941288,-40.00022,32.27834,0,0,-1.61428
2000,29.79419,13.62242,-5.41526,44.8646,8.968326,-2.459349,35.70154,18.65761,21.9511,57.42767,-1.992723,-2.67334,-10.60007,18.6684,-42.35655,16.12374,15.13036,4.596829,-40.45424,32.46371,0,0,-2.32384
2033.333333,29.67413,13.84104,-5.970283,45.21017,8.906401,-2.439578,36.79416,19.13923,21.91173,60.3018,-3.158457,-2.730191,-10.37138,17.77584,-42.11919,16.03833,13.92825,5.263619,-41.27919,32.76389,0,0,-2.83305
2066.666667,29.07359,14.29625,-6.634598,44.96296,8.70624,-2.419803,37.45642,19.16237,21.93817,62.56639,-4.621096,-2.712522,-10.42434,17.25331,-42.21341,15.97364,12.92618,5.864746,-42.37903,33.29968,0,0,-2.97802
2100,28.04339,14.90186,-7.398549,44.19273,8.373322,-2.407075,37.71657,18.76789,21.93792,64.22689,-6.21164,-2.602057,-11.24507,17.45266,-43.19992,16.01122,12.27572,6.269228,-43.41143,33.97924,0,0,-2.77422
2133.333333,26.98673,15.55604,-8.095072,43.47408,7.989203,-2.38409,37.90579,18.20945,21.7945,65.71027,-7.677313,-2.415704,-12.67227,18.24168,-44.79794,16.17391,12.09978,6.317983,-43.94165,34.68657,0,0,-2.3847
2166.666667,26.29929,16.1356,-8.559904,43.25746,7.643701,-2.356881,38.42422,17.80243,21.45872,67.539,-8.732866,-2.217046,-14.05964,19.1186,-46.18663,16.41801,12.37256,6.003647,-43.77218,35.4096,0,0,-2.01033
2200,26.08174,16.50559,-8.784674,43.45108,7.387535,-2.349173,39.36371,17.64783,20.9374,69.6209,-9.320551,-2.063447,-14.92189,19.66872,-46.96589,16.63592,12.86192,5.522084,-43.08525,36.08543,0,0,-1.75963
2233.333333,26.16246,16.59587,-8.889577,43.68747,7.227214,-2.361388,40.52608,17.64401,20.2669,71.47092,-9.544725,-1.965011,-15.24124,19.80179,-47.29565,16.7139,13.25958,5.116956,-42.31078,36.54675,0,0,-1.56817
2266.666667,26.31233,16.49394,-8.967712,43.77472,7.12103,-2.358255,41.64637,17.6431,19.53583,72.84681,-9.444148,-1.915882,-15.1265,19.57685,-47.33724,16.5976,13.44951,4.881383,-41.78732,36.73109,0,0,-1.32887
2300,26.38276,16.37288,-8.985703,43.78006,7.035978,-2.326096,42.53603,17.54432,18.81034,73.84737,-9.002917,-1.899691,-14.62605,19.06514,-47.02645,16.32341,13.54324,4.732676,-41.5229,36.79001,0,0,-1.03527
2333.333333,26.22093,16.35562,-8.833022,43.68871,7.010338,-2.258864,43.13721,17.28705,18.06688,74.6731,-8.056858,-1.908418,-13.8526,18.34804,-46.29423,15.99155,13.63342,4.585566,-41.36633,36.87728,0,0,-0.70149
2366.666667,25.73565,16.45214,-8.409174,43.37571,7.092488,-2.129175,43.475,16.85844,17.26639,75.36092,-6.259056,-1.955612,-12.85091,17.45504,-45.12906,15.70708,13.73276,4.432173,-41.25408,36.97705,0,0,-0.29043
2400,25.01896,16.64081,-7.647294,42.84202,7.248682,-1.892946,43.563,16.31559,16.47757,75.80647,-3.305294,-2.045643,-11.45081,16.35273,-43.43258,15.51994,13.89618,4.258138,-41.20263,37.00362,0,0,0.18319
2433.333333,24.05073,16.88248,-6.521523,41.69799,7.103957,-1.575194,43.34875,15.77346,15.90336,75.7453,0.5252593,-2.150438,-9.578197,15.06422,-41.13214,15.3922,14.1339,4.060666,-41.23626,36.89409,0,0,0.57412
2466.666667,19.92592,16.88313,-4.281074,33.929,3.434047,-1.650339,41.14344,14.94533,16.09769,71.49979,2.523597,-2.144792,-7.507782,13.72854,-38.42098,15.26738,14.31385,3.890582,-41.3202,36.59269,0,0,0.69062
2500,11.46776,16.47815,-1.134704,17.36622,-4.718374,-1.893852,37.58463,14.02794,16.88361,64.35944,2.526387,-1.974024,-5.629567,12.54373,-35.75818,15.18013,14.30826,3.802872,-41.36272,36.06693,0,0,0.40967
2533.333333,2.559103,15.79246,1.431218,0,-13.13141,-1.817757,34.45735,13.43346,17.70643,58.50705,2.702405,-1.596546,-4.109087,11.6529,-33.59949,15.23196,14.16083,3.810742,-41.30784,35.30004,0,0,-0.2983
2566.666667,3.983298,15.68067,0.7875819,0,-14.31391,-1.118665,31.27466,13.0532,18.55552,53.50112,3.353921,-0.8986825,-2.888528,11.09531,-32.18922,15.46747,14.08839,3.844252,-41.10904,34.25855,0,0,-1.41411
2600,14.02375,15.11586,-2.459333,17.51281,-6.734729,-0.4083588,27.78201,12.90076,19.55748,48.99045,4.439238,0.1049917,-1.935529,10.87567,-31.72672,15.81679,14.30638,3.786514,-40.68312,32.9437,0,0,-2.87454
2633.333333,19.94965,13.79479,-4.271822,29.61004,-1.068079,-0.01152691,24.56051,12.833,20.79858,45.14097,5.449602,0.9210744,-1.311942,10.98473,-32.3709,16.15133,14.80564,3.599728,-39.98859,31.45979,0,0,-4.469264
2666.666667,17.8777,12.80447,-3.146347,29.57914,0,2.75E-07,22.68936,12.60163,22.13795,42.39575,5.844557,0.8588984,-1.109064,11.37453,-33.9815,16.41489,15.33151,3.354213,-39.06237,30.01867,0,0,-5.904323
2700,15.40266,12.10001,-0.8835954,28.35654,0,-1.28E-05,21.85004,12.66856,23.17447,40.94154,5.909462,0.6058233,-1.473659,12.0019,-36.18699,16.70059,15.60558,3.145787,-37.97858,28.85852,0,0,-7.120963
2733.333333,14.9421,11.34064,1.564981,29.68211,0,5.82E-06,21.94663,13.01923,23.72961,40.85432,5.792545,0.4030212,-2.455192,12.78497,-38.48083,17.12726,15.54606,3.020641,-36.83858,28.09685,0,0,-8.297722
2766.666667,17.05214,10.26826,3.125246,34.24182,0,-1.54E-05,22.36025,13.11883,23.65951,41.49366,5.722041,0.2734474,-3.652269,13.41869,-40.12471,17.63436,15.25009,2.954792,-35.78027,27.67052,0,0,-9.442202
2800,21.31015,8.753331,3.423883,41.42204,0,-2.61E-06,22.13834,12.29777,22.82083,41.82086,5.944584,0.1973559,-4.382936,13.48693,-40.52531,18.00628,14.83868,2.905623,-34.98188,27.42934,0,0,-10.28473
2833.333333,26.04067,6.983234,3.202713,49.01412,0,-7.20E-06,20.82301,10.3584,21.16695,41.21067,6.45707,0.1410078,-4.412331,12.97915,-39.92049,18.08134,14.45409,2.847576,-34.63965,27.23489,0,0,-10.577563
2866.666667,29.51221,5.374099,3.14983,54.48906,0,9.67E-06,18.97577,7.892416,18.95258,39.93119,6.987496,0.08858709,-4.042686,12.35555,-39.26389,17.8292,14.32966,2.711661,-34.7509,26.97768,0,0,-10.284553
2900,31.26568,4.17062,3.323134,56.88914,0,-3.60E-06,17.30208,5.545343,16.78667,38.42234,7.367295,0.02415936,-3.518418,11.9819,-39.18684,17.32439,14.69081,2.334059,-34.86311,26.59035,0,0,-9.551748
2933.333333,31.75387,3.32212,3.474967,56.82505,0,2.72E-07,16.20441,3.535902,15.04923,36.96071,7.548992,-0.03401878,-2.849981,11.85423,-39.45557,16.70644,15.59556,1.57147,-34.34036,26.08934,0,0,-8.631082
2966.666667,31.225,2.678528,3.363306,54.8193,0,4.81E-06,15.718,1.79784,13.7229,35.68578,7.563328,-0.06130554,-2.09387,11.8691,-39.71806,16.06667,16.90589,0.5043544,-33.0828,25.55999,0,0,-7.797172
3000,29.70867,2.155699,2.905623,50.95675,0,-4.92E-06,15.87733,0.3679583,12.67183,34.83125,7.47357,-0.06368066,-1.508958,12.06983,-40.2366,15.40515,18.36642,-0.5478694,-31.82779,25.05854,0,0,-7.237535
3033.333333,27.70874,1.767681,2.228092,46.05627,0,-4.52E-06,16.5363,-0.602708,11.86661,34.36023,7.291646,-0.03945811,-1.33662,12.51734,-41.38551,14.7415,19.68763,-1.255074,-31.47237,24.59297,0,0,-6.967242
3066.666667,24.83506,1.158236,1.72181,40.69515,0.309643,-0.3631074,17.1753,-1.089546,11.38918,33.88859,7.111823,0.01993864,-1.531868,13.10949,-42.88498,14.18751,20.63273,-1.528287,-32.11297,24.19289,0,0,-6.847247
3100,21.78551,0.3282838,1.460855,36.27039,1.173865,-1.127269,17.62649,-1.332575,11.26712,33.23922,6.936952,0.02028577,-1.839411,13.63531,-44.06228,13.84088,21.12566,-1.530718,-33.02944,23.88496,0,0,-6.691253
3133.333333,19.30299,-0.3774933,1.339983,33.20631,2.246638,-1.976743,17.69103,-1.610377,11.28303,32.32473,6.836355,-0.01042835,-2.068857,13.93581,-44.51117,13.72253,21.22301,-1.452392,-33.53876,23.68386,0,0,-6.381668
3166.666667,17.6614,-0.4885508,1.270878,31.53195,3.375218,-2.464423,17.02291,-2.113771,11.12789,31.13016,6.912848,-0.01170747,-2.125044,13.90232,-44.04295,13.86519,20.95,-1.332367,-33.42888,23.6905,0,0,-5.944325
3200,16.11298,-0.007794925,1.188609,30.41953,4.504152,-2.51262,15.51413,-2.85911,10.55825,29.84559,7.151737,0.03087403,-1.995471,13.532,-42.72092,14.30021,20.32972,-1.113466,-32.85953,24.01369,0,0,-5.497496
3233.333333,13.98733,0.4609754,1.094679,29.22212,5.769083,-2.51231,13.55625,-3.580122,9.92668,28.72872,7.465058,0.08744023,-1.843662,13.1166,-41.3805,14.89234,19.58471,-0.7815963,-32.33408,24.52021,0,0,-5.090043
3266.666667,12.12075,0.7230214,0.9571576,28.11019,6.779572,-2.479701,11.92693,-4.066585,9.293627,27.88367,7.728804,0.1429068,-1.844617,13.03356,-41.11796,15.36439,19.06318,-0.4111691,-32.35998,24.87068,0,0,-4.674398
3300,11.03601,0.8807622,1.457905,27.24164,7.364685,-2.444257,11.04511,-4.28474,8.736779,27.29501,7.925978,0.1925035,-2.114426,13.41333,-42.22515,15.58642,18.87808,-0.09891172,-32.95562,24.85239,0,0,-4.238088
3333.333333,10.77527,0.9078168,1.898058,26.87908,7.605349,-2.430888,10.81309,-4.324212,8.373696,26.92435,7.981779,0.2386118,-2.739526,14.1075,-44.13076,15.67377,18.80101,0.1341704,-33.78383,24.51892,0,0,-3.82655
3366.666667,11.0087,0.7849191,1.688064,26.99339,7.675702,-2.436352,10.92555,-4.262142,8.262535,26.76512,7.940601,0.2723419,-3.595047,14.869,-46.0577,15.78405,18.61391,0.3403488,-34.63003,24.06554,0,0,-3.44971
3400,11.473,0.5723085,1.227964,27.24578,7.627894,-2.45495,11.21533,-4.118036,8.342309,26.65329,7.842175,0.2892134,-4.307708,15.51441,-47.49068,15.95985,18.42124,0.5252593,-35.44332,23.70201,0,0,-3.10409
3433.333333,11.99912,0.3164921,0.8545501,27.31719,7.481573,-2.479485,11.59845,-3.921125,8.44971,26.42954,7.706553,0.3027186,-4.542605,15.9376,-48.2495,16.13219,18.48372,0.6283845,-36.10203,23.53923,0,0,-2.83748
3466.666667,12.44915,0.07747851,0.7244276,27.09612,7.301782,-2.499143,11.98665,-3.724231,8.460881,26.07334,7.56626,0.325481,-4.281074,16.12254,-48.45977,16.19299,18.87401,0.6148488,-36.4744,23.49852,0,0,-2.66181
3500,12.73876,-0.07070592,0.7898148,26.73566,7.175944,-2.510388,12.24315,-3.609061,8.356561,25.63003,7.464033,0.3554872,-3.743242,16.10681,-48.3062,16.11036,19.3989,0.5008504,-36.57547,23.45797,0,0,-2.51907
3533.333333,12.81752,-0.072184,0.8681804,26.60159,7.217381,-2.511444,12.24683,-3.643794,8.163275,25.32303,7.45601,0.3883516,-3.157961,15.89298,-47.78827,15.99476,19.76657,0.354982,-36.54669,23.44795,0,0,-2.41033
3566.666667,12.66916,0.02569396,0.7783349,26.8927,7.467161,-2.498838,11.99904,-3.786493,7.951397,25.39149,7.567764,0.4231447,-2.716493,15.53734,-46.97406,15.97519,19.77652,0.2954137,-36.6195,23.51731,0,0,-2.39078
3600,12.24028,0.11553,0.4801054,27.2935,7.788833,-2.461368,11.49439,-3.938814,7.804289,25.61655,7.701636,0.4511413,-2.53165,15.1806,-46.16125,16.05139,19.40776,0.4025119,-36.92088,23.5804,0,0,-2.44744
3633.333333,11.57013,0.1260243,0.1370561,27.30373,7.902614,-2.423543,10.76969,-4.028244,7.724562,25.49549,7.649168,0.4759766,-2.581719,14.92538,-45.65341,16.11329,18.81665,0.6364292,-37.26858,23.51776,0,0,-2.49813
3666.666667,11.13951,0.07200043,0.02797646,27.25543,7.925433,-2.416032,10.24277,-4.013021,7.695926,25.24628,7.624703,0.4934028,-2.802048,14.83939,-45.688,16.03144,18.25764,0.8760335,-37.43424,23.27503,0,0,-2.4482
